agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,opti_cost,oc_diff,relative_diff,node_sequence,link_sequence,time_sequence,time_decimal_sequence,
1,1,3,0,1,3,vo,AM,10.0,0.0,42.0,0.0100,0,0,0,1;3;,-1514150288;,0730:00;0811:59;,450.00;491.98;
74,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:00;0745:23;0830:30;,421.00;465.40;510.50;
75,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:00;0745:30;0830:36;,421.00;465.50;510.60;
76,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:06;0746:53;0832:00;,421.10;466.90;512.00;
77,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:06;0747:42;0832:47;,421.10;467.70;512.80;
78,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:06;0747:47;0832:54;,421.10;467.80;512.90;
79,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:06;0749:36;0834:42;,421.10;469.60;514.70;
80,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:06;0749:47;0834:54;,421.10;469.80;514.90;
81,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:06;0750:36;0835:42;,421.10;470.60;515.70;
82,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:12;0751:17;0836:24;,421.20;471.30;516.40;
83,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:12;0751:23;0836:30;,421.20;471.40;516.50;
84,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:12;0752:06;0837:12;,421.20;472.10;517.20;
85,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:12;0752:12;0837:17;,421.20;472.20;517.30;
86,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:12;0753:23;0838:30;,421.20;473.40;518.50;
87,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:12;0753:30;0838:35;,421.20;473.50;518.60;
88,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:12;0753:42;0838:47;,421.20;473.70;518.80;
89,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:17;0754:42;0839:47;,421.30;474.70;519.80;
90,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:17;0755:23;0840:30;,421.30;475.40;520.50;
91,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:17;0756:36;0841:42;,421.30;476.60;521.70;
92,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:17;0756:47;0841:54;,421.30;476.80;521.90;
93,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:17;0759:12;0844:17;,421.30;479.20;524.30;
94,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:17;0800:00;0845:05;,421.30;480.00;525.10;
95,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:23;0801:12;0846:17;,421.40;481.20;526.30;
96,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:23;0801:23;0846:30;,421.40;481.40;526.50;
97,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:23;0803:36;0848:42;,421.40;483.60;528.70;
98,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:23;0804:00;0849:05;,421.40;484.00;529.10;
99,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:23;0804:06;0849:12;,421.40;484.10;529.20;
100,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:23;0805:06;0850:12;,421.40;485.10;530.20;
101,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:23;0807:06;0852:12;,421.40;487.10;532.20;
102,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:30;0809:36;0854:42;,421.50;489.60;534.70;
103,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:30;0809:47;0854:54;,421.50;489.80;534.90;
104,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:30;0810:30;0855:35;,421.50;490.50;535.60;
105,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:30;0811:53;0857:00;,421.50;491.90;537.00;
106,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:30;0812:06;0857:12;,421.50;492.10;537.20;
107,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:30;0812:30;0857:35;,421.50;492.50;537.60;
108,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:36;0815:00;0900:05;,421.60;495.00;540.10;
109,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:36;0815:06;0900:12;,421.60;495.10;540.20;
110,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:36;0815:47;0900:54;,421.60;495.80;540.90;
111,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0701:36;0816:06;0901:12;,421.60;496.10;541.20;
